area_type,location,size,bath,balcony,converted_sqft,availability,cluster,price
Super built-up  Area,Sarjapur  Road,0.25,0.0,0.6666666666666666,0.0008754215453179869,Ready To Move,0,75.0
Plot  Area,Kadugodi,0.0,0.0,0.3333333333333333,0.0007262019637296937,Ready To Move,2,80.0
Super built-up  Area,Others,0.25,0.0,0.3333333333333333,0.0008034900547061942,Ready To Move,2,33.0
Plot  Area,Others,0.0,0.0,0.3333333333333333,0.0004583719454942956,Ready To Move,2,108.0
Super built-up  Area,Marathahalli,0.25,0.0,0.6666666666666666,0.0008425167145062094,Apr,0,53.67
Super built-up  Area,Jalahalli,0.25,0.0,0.6666666666666666,0.0011302426769533801,Ready To Move,0,125.0
Super built-up  Area,Chandapura,0.0,0.0,0.3333333333333333,0.0004928072335531325,Aug,2,16.45
Carpet  Area,Hebbal,0.0,0.0,0.3333333333333333,0.0006290179285414207,Dec,2,50.63
Super built-up  Area,Abbigere,0.0,0.0,0.3333333333333333,0.0006726359600826141,Dec,2,35.0
Built-up  Area,KR Puram,0.0,0.0,0.6666666666666666,0.0004583719454942956,Ready To Move,0,75.0
Super built-up  Area,Budigere,0.25,0.0,0.6666666666666666,0.0015228049608241208,Ready To Move,0,100.0
Built-up  Area,TC Palaya,0.25,0.0,0.3333333333333333,0.00084098625725915,Ready To Move,2,50.0
Super built-up  Area,Gubbalala,0.25,0.0,0.6666666666666666,0.0013345587194358124,Ready To Move,0,115.0
Built-up  Area,HAL 2nd Stage,0.25,0.0,0.3333333333333333,0.0009374050638238933,Sep,2,135.0
Plot  Area,Begur Road,0.0,0.0,0.3333333333333333,0.0005195902353766723,Ready To Move,2,68.0
Super built-up  Area,Others,0.25,0.0,0.3333333333333333,0.00084098625725915,Ready To Move,2,70.0
Plot  Area,Banashankari Stage VI,0.25,0.0,1.0,0.0009175091196121209,Ready To Move,0,195.0
Super built-up  Area,5th Phase JP Nagar,0.25,0.0,0.3333333333333333,0.0011088162754945483,Ready To Move,2,58.0
Super built-up  Area,Singasandra,0.75,0.6666666666666666,0.3333333333333333,0.00257499431817747,Ready To Move,1,120.0
Built-up  Area,Sahakara Nagar,0.25,0.0,0.3333333333333333,0.0008792476884356354,Ready To Move,2,54.0
Super built-up  Area,Kanakpura Road,0.25,0.0,0.6666666666666666,0.0014095511245417237,Ready To Move,0,95.84
Plot  Area,Banashankari Stage VI,0.5,0.33333333333333337,0.6666666666666666,0.0016827377431418299,Ready To Move,1,195.0
Built-up  Area,Bommanahalli,0.25,0.0,0.6666666666666666,0.0008333339710238529,Ready To Move,0,44.0
Super built-up  Area,Kaggadasapura,0.25,0.0,0.6666666666666666,0.0008654735732121007,Ready To Move,0,42.0
Super built-up  Area,Hulimavu,0.25,0.0,0.6666666666666666,0.00105142412872982,Ready To Move,0,80.0
Plot  Area,7th Phase JP Nagar,0.25,0.0,1.0,0.0011470777066710336,Ready To Move,0,220.0
Super built-up  Area,Thanisandra,0.0,0.0,0.6666666666666666,0.000580808525259049,Ready To Move,0,50.3
Super built-up  Area,Kaggadasapura,0.25,0.0,0.6666666666666666,0.0009022045471415267,Ready To Move,0,65.0
Super built-up  Area,Jigani,0.0,0.0,0.6666666666666666,0.000701714647776743,Ready To Move,0,45.0
Plot  Area,Rachenahalli,0.0,0.0,0.3333333333333333,0.0004583719454942956,Ready To Move,2,50.0
Built-up  Area,Margondanahalli,0.25,0.0,0.0,0.0009175091196121209,Ready To Move,2,53.0
Super built-up  Area,HSR Layout,0.25,0.0,0.3333333333333333,0.001049128442859231,Ready To Move,2,61.0
Plot  Area,Others,0.5,0.33333333333333337,1.0,0.0018357834678477717,Ready To Move,0,355.0
Super built-up  Area,Ardendale,0.25,0.0,0.6666666666666666,0.0013215498328358073,Ready To Move,0,95.0
Super built-up  Area,Malleshwaram,0.5,0.33333333333333337,0.3333333333333333,0.0016942161724947755,Ready To Move,1,275.0
Super built-up  Area,BTM 2nd Stage,0.25,0.0,0.6666666666666666,0.0009175091196121209,Ready To Move,0,80.0
Super built-up  Area,6th Phase JP Nagar,0.25,0.0,0.3333333333333333,0.0009787274094944978,Ready To Move,2,56.0
Plot  Area,Hulimavu,0.0,0.0,0.3333333333333333,0.0006114176702002374,Ready To Move,2,110.0
Super built-up  Area,Others,0.25,0.0,0.6666666666666666,0.0011126424186121968,Ready To Move,0,56.0
Super built-up  Area,Rachenahalli,0.0,0.0,0.0,0.0003359353657295422,Aug,2,28.0
Plot  Area,Kanakpura Road,0.25,0.0,0.6666666666666666,0.0011470777066710336,Ready To Move,0,97.0
Super built-up  Area,Whitefield,0.25,0.0,0.3333333333333333,0.0013766462937299462,Ready To Move,2,110.0
Super built-up  Area,Mysore Road,0.25,0.0,0.6666666666666666,0.0011662084222592763,Ready To Move,0,96.0
Super built-up  Area,Rachenahalli,0.25,0.0,1.0,0.0009205700341062398,Ready To Move,0,38.5
Super built-up  Area,Old Madras Road,0.25,0.0,0.3333333333333333,0.0009366398352003636,Dec,2,53.55
Built-up  Area,Kalyan nagar,0.0,0.0,1.0,0.0006114176702002374,Ready To Move,0,98.0
Super built-up  Area,Bannerghatta Road,0.25,0.0,0.3333333333333333,0.00126186200020049,Ready To Move,2,122.0
Built-up  Area,Electronic City,0.0,0.0,0.3333333333333333,0.0006726359600826141,Ready To Move,2,18.0
Built-up  Area,Others,1.0,0.9999999999999999,0.6666666666666666,0.0032131949902012473,Ready To Move,1,255.0
Plot  Area,Others,0.25,0.0,0.0,0.0009175091196121209,Ready To Move,2,55.0
Plot  Area,Sarjapur  Road,0.25,0.0,0.3333333333333333,0.0008807781456826949,Ready To Move,2,230.0
Super built-up  Area,9th Phase JP Nagar,0.25,0.0,0.3333333333333333,0.0007682895380238277,Ready To Move,2,42.0
Super built-up  Area,Whitefield,0.25,0.0,0.6666666666666666,0.0011945218813298757,Dec,0,103.0
Built-up  Area,Devanahalli,1.0,0.9999999999999999,0.6666666666666666,0.0038253778890250147,Ready To Move,1,395.0
Plot  Area,Babusapalaya,0.0,0.0,0.6666666666666666,0.0006190699564355345,Ready To Move,0,95.0
Super built-up  Area,Ramamurthy Nagar,0.25,0.0,1.0,0.0009175091196121209,Ready To Move,0,42.0
Super built-up  Area,Kasavanhalli,0.25,0.0,0.6666666666666666,0.0011891652809651676,Ready To Move,0,82.5
Plot  Area,KR Puram,0.25,0.0,0.3333333333333333,0.001185339137847519,Ready To Move,2,71.0
Super built-up  Area,Whitefield,0.25,0.0,0.6666666666666666,0.0009098568333768238,Ready To Move,0,67.0
Built-up  Area,Chikkalasandra,0.25,0.0,0.6666666666666666,0.0008180293985532587,Ready To Move,0,50.0
Plot  Area,Sarjapur  Road,0.25,0.0,0.3333333333333333,0.0013766462937299462,Immediate Possession,2,28.785
Super built-up  Area,Jalahalli East,0.25,0.0,0.3333333333333333,0.0007797679673767733,Ready To Move,2,42.48
Super built-up  Area,Yelahanka,0.25,0.0,0.3333333333333333,0.0012312528552593017,Ready To Move,2,115.0
Super built-up  Area,Others,0.0,0.0,0.3333333333333333,0.0005348948078472665,Ready To Move,2,41.0
Super built-up  Area,Others,0.25,0.0,0.3333333333333333,0.000994031981965092,Ready To Move,2,49.0
Super built-up  Area,Hebbal,0.25,0.0,0.3333333333333333,0.001085859416788657,Ready To Move,2,123.0
Plot  Area,Vidyaranyapura,0.25,0.0,0.6666666666666666,0.0009175091196121209,Ready To Move,0,100.0
Carpet  Area,Hebbal,0.25,0.0,0.6666666666666666,0.000817264169929729,Dec,0,65.4
Super built-up  Area,Marathahalli,0.25,0.0,1.0,0.0014531691560829172,Ready To Move,0,123.0
Super built-up  Area,Old Airport Road,0.25,0.0,0.3333333333333333,0.0012656881433181384,May,2,97.65
Super built-up  Area,Uttarahalli,0.25,0.0,0.6666666666666666,0.000883073831553284,Ready To Move,0,40.42
Built-up  Area,Sarjapur  Road,0.25,0.0,0.6666666666666666,0.000994031981965092,Ready To Move,0,70.0
Super built-up  Area,Electronic City,0.25,0.0,0.6666666666666666,0.00084098625725915,Ready To Move,0,45.0
Super built-up  Area,Doddathoguru,0.25,0.0,0.6666666666666666,0.0007874202536120704,Ready To Move,0,42.0
Super built-up  Area,Vittasandra,0.5,0.33333333333333337,0.3333333333333333,0.0016100410239065074,Ready To Move,1,70.2
Built-up  Area,Bhoganhalli,0.25,0.0,0.6666666666666666,0.0013001234313769754,Ready To Move,0,126.0
Super built-up  Area,Jakkur,0.25,0.0,0.6666666666666666,0.001346037148788758,Ready To Move,0,139.0
Built-up  Area,Kadugodi,1.0,0.9999999999999999,0.0,0.004743652237260665,Ready To Move,1,200.0
Built-up  Area,Others,0.25,0.0,0.3333333333333333,0.0010705548443180628,Ready To Move,2,67.0
Super built-up  Area,Others,0.25,0.0,0.0,0.0009175091196121209,Ready To Move,2,53.0
Built-up  Area,Bannerghatta Road,0.0,0.0,0.3333333333333333,0.0006971232760355648,Ready To Move,2,55.0
Super built-up  Area,Whitefield,0.25,0.0,0.3333333333333333,0.0008425167145062094,Ready To Move,2,48.0
Super built-up  Area,Others,0.25,0.0,0.3333333333333333,0.0011738607084945734,Ready To Move,2,55.0
Super built-up  Area,Haralur Road,0.25,0.0,0.6666666666666666,0.0009504139504238983,Ready To Move,0,46.0
Super built-up  Area,Jigani,0.0,0.0,0.6666666666666666,0.000701714647776743,Ready To Move,0,63.2
Super built-up  Area,Begur Road,0.25,0.0,1.0,0.0011470777066710336,Ready To Move,0,70.0
Plot  Area,Others,0.5,0.33333333333333337,0.0,0.0022949206419655968,Ready To Move,2,250.0
Super built-up  Area,Kasavanhalli,0.25,0.0,0.0,0.0011287122197063207,Ready To Move,2,89.0
Super built-up  Area,Mysore Road,0.25,0.0,1.0,0.0009175091196121209,Apr,0,65.0
Super built-up  Area,Vijayanagar,0.0,0.0,0.0,0.00046296331723547383,Jun,2,34.78
Super built-up  Area,Others,0.25,0.0,1.0,0.00084098625725915,Ready To Move,0,61.0
Super built-up  Area,Garudachar Palya,0.25,0.0,0.3333333333333333,0.0009902058388474434,Ready To Move,2,59.5
Built-up  Area,Neeladri Nagar,0.0,0.0,0.0,0.00040251025597662685,Ready To Move,2,26.0
Super built-up  Area,OMBR Layout,0.25,0.0,0.6666666666666666,0.000994031981965092,Ready To Move,0,80.0
Plot  Area,Bommanahalli,0.0,0.0,0.3333333333333333,0.0005195902353766723,Ready To Move,2,68.0
Plot  Area,Others,0.25,0.0,0.0,0.0009634228370239034,Ready To Move,2,41.0
Built-up  Area,Koramangala,0.25,0.0,0.3333333333333333,0.0008715954022003383,Ready To Move,2,75.2
Plot  Area,Others,0.25,0.0,0.0,0.0011470777066710336,Ready To Move,2,37.5
Super built-up  Area,Whitefield,0.5,0.33333333333333337,0.3333333333333333,0.0017753304065889245,Dec,1,128.0
Super built-up  Area,Sarjapur  Road,0.25,0.0,0.6666666666666666,0.0010629025580827657,Ready To Move,0,62.0
Super built-up  Area,Sarjapur  Road,0.25,0.0,1.0,0.0013192541469652182,Ready To Move,0,90.0
Super built-up  Area,Hebbal,0.75,0.6666666666666666,0.3333333333333333,0.0023461909597420876,May,1,310.0
Super built-up  Area,Hennur Road,0.25,0.0,0.3333333333333333,0.000906795918882705,Mar,2,63.0
Super built-up  Area,Kanakpura Road,0.25,0.0,0.3333333333333333,0.0009404659783180121,Dec,2,85.0
Built-up  Area,Others,0.0,0.0,0.3333333333333333,0.0004583719454942956,Ready To Move,2,17.0
Super built-up  Area,Yeshwanthpur,0.25,0.0,0.3333333333333333,0.0010039799540709781,Dec,2,96.0
Plot  Area,TC Palaya,0.0,0.0,0.0,0.0006879405325532082,Ready To Move,2,55.0
Super built-up  Area,Ambalipura,0.25,0.0,0.6666666666666666,0.0009557705507886063,Ready To Move,0,66.25
Plot  Area,HBR Layout,0.25,0.0,1.0,0.0009175091196121209,Ready To Move,0,280.0
Super built-up  Area,Binny Pete,0.0,0.0,0.3333333333333333,0.000504285662906078,Dec,2,54.0
Super built-up  Area,Basavangudi,0.25,0.0,0.6666666666666666,0.0007920116253532486,Ready To Move,0,105.0
Built-up  Area,Koramangala,0.5,0.33333333333333337,1.0,0.002065352054906684,Ready To Move,0,450.0
Super built-up  Area,Old Madras Road,0.25,0.0,0.3333333333333333,0.00084098625725915,Ready To Move,2,70.0
Plot  Area,Devanahalli,0.25,0.0,0.3333333333333333,0.0014914305872594025,Immediate Possession,2,46.8
Plot  Area,BTM 2nd Stage,0.25,0.0,0.3333333333333333,0.0011470777066710336,Ready To Move,2,450.0
Plot  Area,Singasandra,0.0,0.0,0.6666666666666666,0.0004009797987295674,Ready To Move,0,56.0
Built-up  Area,Electronics City Phase 1,0.25,0.0,0.3333333333333333,0.0007759418242591248,Ready To Move,2,56.0
Plot  Area,Gottigere,0.0,0.0,0.0,0.0006206004136825938,Ready To Move,2,26.0
Built-up  Area,Others,0.25,0.0,0.6666666666666666,0.0010399456993768744,Ready To Move,0,65.0
Super built-up  Area,Nehru Nagar,0.5,0.33333333333333337,1.0,0.0016574851985653495,Ready To Move,0,170.0
Super built-up  Area,Raja Rajeshwari Nagar,0.25,0.0,0.3333333333333333,0.0009175091196121209,Ready To Move,2,35.0
Super built-up  Area,Others,0.25,0.0,0.6666666666666666,0.0008907261177885811,Ready To Move,0,75.0
Super built-up  Area,BTM 2nd Stage,0.25,0.0,0.6666666666666666,0.0009741360377533194,Ready To Move,0,70.0
Super built-up  Area,Raja Rajeshwari Nagar,0.25,0.0,0.6666666666666666,0.0008800129170591652,Ready To Move,0,39.02
Plot  Area,Vidyaranyapura,0.25,0.0,1.0,0.0008103771123179616,Ready To Move,0,110.0
Super built-up  Area,Thubarahalli,0.25,0.0,0.6666666666666666,0.001243496513235777,Ready To Move,0,120.0
Super built-up  Area,Banashankari Stage V,0.25,0.0,0.6666666666666666,0.000791246396729719,Ready To Move,0,35.77
Plot  Area,Others,0.25,0.0,0.0,0.0009726055805062599,Ready To Move,2,75.0
Built-up  Area,Others,0.0,0.0,0.3333333333333333,0.0007376803930826394,Ready To Move,2,45.0
Plot  Area,Others,0.25,0.0,0.6666666666666666,0.0012236005690240046,Ready To Move,0,140.0
Super built-up  Area,Kothannur,0.25,0.0,0.3333333333333333,0.0008180293985532587,Ready To Move,2,42.79
Built-up  Area,Raja Rajeshwari Nagar,0.25,0.0,0.6666666666666666,0.0012006437103181133,Ready To Move,0,65.0
Super built-up  Area,Others,0.0,0.0,0.6666666666666666,0.0005961130977296432,Ready To Move,0,25.0
Super built-up  Area,Others,0.0,0.0,0.3333333333333333,0.0007644633949061791,Ready To Move,2,65.0
Plot  Area,9th Phase JP Nagar,0.25,0.0,0.6666666666666666,0.0009175091196121209,Ready To Move,0,188.0
Built-up  Area,Tindlu,1.0,0.9999999999999999,0.6666666666666666,0.005738449447849287,Ready To Move,1,400.0
Built-up  Area,5th Phase JP Nagar,0.25,0.0,1.0,0.0013001234313769754,Ready To Move,0,100.0
Super built-up  Area,Haralur Road,0.25,0.0,0.3333333333333333,0.0014149077249064317,Ready To Move,2,110.0
Built-up  Area,Kereguddadahalli,0.0,0.0,0.3333333333333333,0.0006910014470473271,Ready To Move,2,30.0
Super built-up  Area,Others,0.25,0.0,0.3333333333333333,0.0008570560583532738,Ready To Move,2,43.72
Super built-up  Area,7th Phase JP Nagar,0.25,0.0,0.6666666666666666,0.0010590764149651171,Ready To Move,0,58.17
Super built-up  Area,Sahakara Nagar,0.25,0.0,0.3333333333333333,0.0009710751232592005,Ready To Move,2,69.85
Super built-up  Area,Kanakpura Road,0.25,0.0,1.0,0.0011088162754945483,Ready To Move,0,56.0
Plot  Area,Others,0.5,0.33333333333333337,0.6666666666666666,0.0018357834678477717,Ready To Move,1,325.0
Super built-up  Area,Mahadevpura,0.0,0.0,0.3333333333333333,0.0005578516665531578,Ready To Move,2,35.0
Super built-up  Area,Raja Rajeshwari Nagar,0.25,0.0,1.0,0.0012082959965534104,Ready To Move,0,53.56
Super built-up  Area,Thanisandra,0.25,0.0,0.3333333333333333,0.0008494037721179767,Ready To Move,2,50.0
Plot  Area,Kengeri,0.25,0.0,0.3333333333333333,0.0008601169728473927,Ready To Move,2,88.0
Super built-up  Area,Varthur,0.0,0.0,0.6666666666666666,0.0007468631365649958,Ready To Move,0,36.0
Super built-up  Area,Gunjur Palya,0.0,0.0,0.3333333333333333,0.0005149988636354941,Dec,2,19.9
Plot  Area,Nagarbhavi,0.0,0.0,0.3333333333333333,0.0004583719454942956,Apr,2,83.0
Plot  Area,Sarjapur,0.5,0.33333333333333337,0.3333333333333333,0.001942915475141931,Ready To Move,1,115.0
Super built-up  Area,Jakkur,0.25,0.0,0.3333333333333333,0.0009863796957297949,Dec,2,100.0
Plot  Area,Kumaraswami Layout,0.0,0.0,0.3333333333333333,0.0004583719454942956,Ready To Move,2,98.0
Super built-up  Area,Abbigere,0.0,0.0,0.3333333333333333,0.0006075915270825888,Ready To Move,2,32.54
Super built-up  Area,Kanakpura Road,0.0,0.0,0.3333333333333333,0.0005348948078472665,Dec,2,35.0
Built-up  Area,Others,0.25,0.0,0.3333333333333333,0.0011187642476004345,Ready To Move,2,142.0
Built-up  Area,Vijayanagar,0.0,0.0,0.0,0.0007644633949061791,Ready To Move,2,140.0
Super built-up  Area,Others,0.25,0.0,0.6666666666666666,0.0009986233537062701,Ready To Move,0,58.0
Super built-up  Area,Others,0.5,0.33333333333333337,0.6666666666666666,0.0018365486964713013,Ready To Move,1,185.0
Plot  Area,Bommenahalli,0.25,0.0,0.0,0.001277166572671084,Ready To Move,2,135.0
Built-up  Area,Others,0.25,0.0,1.0,0.0014340384404946745,Ready To Move,0,235.0
Plot  Area,Marsur,0.25,0.0,0.3333333333333333,0.0009175091196121209,Ready To Move,2,90.0
Super built-up  Area,Dodda Nekkundi,0.25,0.0,0.6666666666666666,0.0013797072082240651,Ready To Move,0,121.0
Super built-up  Area,1st Phase JP Nagar,0.5,0.33333333333333337,0.3333333333333333,0.0015794318789653192,Ready To Move,1,210.0
Super built-up  Area,Hoskote,0.25,0.0,0.3333333333333333,0.0009366398352003636,Ready To Move,2,40.0
Super built-up  Area,Thanisandra,0.25,0.0,0.0,0.0009064133045709401,Nov,2,58.68
Super built-up  Area,Bellandur,0.0,0.0,0.6666666666666666,0.0006879405325532082,Ready To Move,0,56.0
Super built-up  Area,Binny Pete,0.25,0.0,0.3333333333333333,0.0010322934131415773,Dec,2,91.0
Super built-up  Area,Kaggalipura,0.0,0.0,0.0,0.0005348948078472665,Ready To Move,2,36.0
Super built-up  Area,Mysore Road,0.25,0.0,0.0,0.0007682895380238277,Jun,2,35.175
Super built-up  Area,Poorna Pragna Layout,0.25,0.0,0.3333333333333333,0.0008868999746709325,Ready To Move,2,46.39
Super built-up  Area,Hennur Road,0.25,0.0,0.3333333333333333,0.0012848188589063812,Ready To Move,2,99.27
Carpet  Area,LB Shastri Nagar,0.25,0.0,0.6666666666666666,0.0007973682257179566,Ready To Move,0,55.0
Plot  Area,Hoskote,0.25,0.0,0.3333333333333333,0.0009175091196121209,Ready To Move,2,120.0
Super built-up  Area,Hebbal,0.25,0.0,0.6666666666666666,0.0007950725398473675,Ready To Move,0,46.0
Super built-up  Area,Tindlu,0.25,0.0,0.6666666666666666,0.0010376500135062853,Ready To Move,0,65.0
Plot  Area,Others,0.25,0.0,0.3333333333333333,0.0012236005690240046,Ready To Move,2,104.0
Super built-up  Area,Others,0.25,0.0,0.6666666666666666,0.0009366398352003636,Aug,0,47.0
Plot  Area,Others,0.25,0.0,0.3333333333333333,0.0011470777066710336,Ready To Move,2,80.0
Super built-up  Area,Yelachenahalli,0.25,0.0,0.6666666666666666,0.0008639431159650412,Ready To Move,0,40.0
Built-up  Area,Basavangudi,0.5,0.33333333333333337,0.3333333333333333,0.0019123063302007425,Ready To Move,1,150.0
Carpet  Area,Sultan Palaya,0.25,0.0,1.0,0.0013001234313769754,Ready To Move,0,120.0
Super built-up  Area,Doddathoguru,0.25,0.0,0.6666666666666666,0.0011845739092239895,Ready To Move,0,65.0
Super built-up  Area,Yeshwanthpur,0.25,0.0,0.6666666666666666,0.0010705548443180628,Ready To Move,0,100.0
Super built-up  Area,Dodda Nekkundi,0.25,0.0,0.6666666666666666,0.0008256816847885558,Ready To Move,0,50.0
Built-up  Area,Ulsoor,0.25,0.0,0.6666666666666666,0.0009022045471415267,Ready To Move,0,100.0
Plot  Area,Others,0.0,0.0,1.0,0.0005961130977296432,Ready To Move,0,150.0
Super built-up  Area,Domlur,0.25,0.0,0.6666666666666666,0.0013766462937299462,Ready To Move,0,150.0
Super built-up  Area,Haralur Road,0.25,0.0,0.3333333333333333,0.0009366398352003636,Aug,2,67.38
Built-up  Area,Others,0.0,0.0,0.3333333333333333,0.0006802882463179112,Ready To Move,2,75.0
Super built-up  Area,Abbigere,0.25,0.0,0.3333333333333333,0.0007682895380238277,Ready To Move,2,39.59
Super built-up  Area,Whitefield,0.25,0.0,0.3333333333333333,0.001009336554435686,Ready To Move,2,95.0
Built-up  Area,Anandapura,0.25,0.0,0.3333333333333333,0.0011279469910827908,Ready To Move,2,50.0
Super built-up  Area,Kudlu Gate,0.25,0.0,0.3333333333333333,0.0013054800317416834,Dec,2,99.745
Super built-up  Area,Others,0.25,0.0,0.6666666666666666,0.0008486385434944471,Ready To Move,0,51.0
Plot  Area,Others,0.25,0.0,0.0,0.000994031981965092,Apr,2,54.0
Plot  Area,Others,0.0,0.0,0.3333333333333333,0.0004583719454942956,Ready To Move,2,86.0
Super built-up  Area,Electronic City,0.25,0.0,0.3333333333333333,0.0008624126587179819,Aug,2,65.35
Super built-up  Area,Jakkur,0.25,0.0,0.3333333333333333,0.0011104921261800784,May,2,100.0
Plot  Area,Others,0.5,0.33333333333333337,0.6666666666666666,0.0018357834678477717,Ready To Move,1,290.0
Super built-up  Area,Banashankari,0.5,0.33333333333333337,0.3333333333333333,0.0019888291925537135,Jul,1,135.0
Super built-up  Area,Sarakki Nagar,0.5,0.33333333333333337,0.6666666666666666,0.0019123063302007425,Ready To Move,1,325.0
Built-up  Area,Sanjay nagar,0.0,0.0,0.3333333333333333,0.00048132880420018685,Ready To Move,2,35.0
Super built-up  Area,Hosa Road,0.25,0.0,0.6666666666666666,0.0009504139504238983,Ready To Move,0,48.5
Built-up  Area,Others,0.0,0.0,0.6666666666666666,0.0007338542499649908,Ready To Move,0,32.0
Super built-up  Area,Others,0.25,0.0,0.6666666666666666,0.0012924711451416783,Ready To Move,0,100.0
Built-up  Area,Whitefield,0.0,0.0,0.3333333333333333,0.0005616778096708063,Ready To Move,2,35.0
Super built-up  Area,Banaswadi,0.25,0.0,0.6666666666666666,0.001043771842494523,Ready To Move,0,73.0
Super built-up  Area,Rajaji Nagar,0.5,0.33333333333333337,0.0,0.002179371119812611,Ready To Move,2,300.0
Super built-up  Area,Hebbal,0.25,0.0,0.3333333333333333,0.001085859416788657,Ready To Move,2,99.39
Super built-up  Area,Somasundara Palya,0.25,0.0,1.0,0.0012006437103181133,Ready To Move,0,68.0
Super built-up  Area,Bisuvanahalli,0.0,0.0,0.3333333333333333,0.0006496791013767228,Ready To Move,2,32.0
Super built-up  Area,7th Phase JP Nagar,0.25,0.0,0.6666666666666666,0.0012044698534357618,Ready To Move,0,110.0
Super built-up  Area,Thigalarapalya,0.25,0.0,0.6666666666666666,0.0010843289595415975,Ready To Move,0,104.0
Super built-up  Area,Uttarahalli,0.25,0.0,0.3333333333333333,0.0008027248260826645,Ready To Move,2,42.0
Super built-up  Area,Hennur Road,0.25,0.0,0.3333333333333333,0.0008142032554356102,Ready To Move,2,42.6
Built-up  Area,Ulsoor,0.25,0.0,0.0,0.0010246411269062802,Ready To Move,2,90.0
Super built-up  Area,Yelahanka New Town,0.25,0.0,0.6666666666666666,0.0012312528552593017,Ready To Move,0,92.0
Built-up  Area,Electronic City Phase II,0.25,0.0,0.3333333333333333,0.0008868999746709325,Aug,2,33.5
Super built-up  Area,Kudlu,0.25,0.0,0.6666666666666666,0.0008348644282709124,Ready To Move,0,44.0
Super built-up  Area,Parappana Agrahara,0.25,0.0,0.6666666666666666,0.0009129177478709427,Ready To Move,0,47.0
Super built-up  Area,Yelahanka,0.25,0.0,0.3333333333333333,0.0011126424186121968,Ready To Move,2,61.5
Super built-up  Area,Abbigere,0.0,0.0,0.0,0.0005609125810472766,Jun,2,19.82
Built-up  Area,Others,0.0,0.0,0.3333333333333333,0.0006106524415767076,Ready To Move,2,38.0
Built-up  Area,Whitefield,0.25,0.0,0.3333333333333333,0.0014501082415887983,Ready To Move,2,75.0
Super built-up  Area,Ardendale,0.25,0.0,0.3333333333333333,0.00084098625725915,Ready To Move,2,48.0
Built-up  Area,Bellandur,0.25,0.0,0.3333333333333333,0.0010322934131415773,Ready To Move,2,79.0
Super built-up  Area,Others,0.25,0.0,0.3333333333333333,0.0010361195562592258,Ready To Move,2,61.0
Super built-up  Area,Electronic City,0.25,0.0,0.3333333333333333,0.0008624126587179819,Apr,2,65.0
Plot  Area,Others,0.25,0.0,0.0,0.0010322934131415773,Ready To Move,2,90.0
Super built-up  Area,Cunningham Road,0.75,0.6666666666666666,0.6666666666666666,0.0029644956875540924,Ready To Move,1,864.0
Super built-up  Area,Kasavanhalli,0.25,0.0,0.6666666666666666,0.0011417211063063258,Ready To Move,0,82.0
Super built-up  Area,8th Phase JP Nagar,0.25,0.0,0.3333333333333333,0.0008394558000120906,Ready To Move,2,43.91
Super built-up  Area,Banashankari,0.25,0.0,0.3333333333333333,0.0014531691560829172,Ready To Move,2,170.0
Super built-up  Area,Others,0.25,0.0,0.6666666666666666,0.0011164685617298454,Ready To Move,0,88.0
Super built-up  Area,Frazer Town,0.5,0.33333333333333337,1.0,0.0017975220366712862,Ready To Move,0,285.0
Plot  Area,Horamavu Banaswadi,0.25,0.0,1.0,0.0012236005690240046,Ready To Move,0,140.0
Super built-up  Area,Varthur,0.25,0.0,0.3333333333333333,0.0008340991996473826,Ready To Move,2,32.0
Super built-up  Area,Yelahanka,0.25,0.0,1.0,0.0009022045471415267,Ready To Move,0,42.0
Super built-up  Area,Kanakpura Road,0.25,0.0,0.3333333333333333,0.0010445370711180527,Dec,2,76.85
Super built-up  Area,Others,0.25,0.0,0.6666666666666666,0.0012886450020240298,Ready To Move,0,95.0
Built-up  Area,Koramangala,0.25,0.0,1.0,0.0009634228370239034,Ready To Move,0,100.0
Plot  Area,Whitefield,0.75,0.6666666666666666,0.6666666666666666,0.002302572928200894,Ready To Move,1,200.0
Plot  Area,Ramamurthy Nagar,0.25,0.0,0.3333333333333333,0.001016988840670983,Ready To Move,2,140.0
Plot  Area,Mallasandra,0.25,0.0,0.0,0.0009175091196121209,Ready To Move,2,130.0
Super built-up  Area,Whitefield,0.25,0.0,0.3333333333333333,0.0010292324986474585,Apr,2,96.17
Super built-up  Area,Chandapura,0.0,0.0,0.0,0.00048132880420018685,Aug,2,13.86
Super built-up  Area,Sarjapur  Road,0.25,0.0,0.3333333333333333,0.0011287122197063207,May,2,98.94
Super built-up  Area,7th Phase JP Nagar,0.25,0.0,0.6666666666666666,0.0014149077249064317,Ready To Move,0,140.0
Plot  Area,Frazer Town,0.5,0.33333333333333337,0.0,0.0017975220366712862,Ready To Move,2,423.0
Super built-up  Area,Electronic City,0.0,0.0,0.3333333333333333,0.0005769823821414004,Ready To Move,2,34.0
Plot  Area,Others,0.0,0.0,0.6666666666666666,0.0006114176702002374,Ready To Move,0,98.0
Super built-up  Area,Parappana Agrahara,0.25,0.0,0.6666666666666666,0.0009129177478709427,Ready To Move,0,46.0
Super built-up  Area,Whitefield,0.75,0.6666666666666666,0.3333333333333333,0.0029453649719658496,Feb,1,316.0
Super built-up  Area,Hebbal,1.0,0.9999999999999999,0.6666666666666666,0.003239977992024787,Jul,1,365.0
